student_id,interests,experience_level,learning_mode
STU02750,Software Development,Intermediate,Visual
STU02751,Machine Learning,Intermediate,Reading
STU02752,"DevOps, Software Development, Data Analytics",Advanced,Visual
STU02753,"Artificial Intelligence, Data Analytics",Advanced,Reading
STU02754,"Data Analytics, Software Development",Advanced,Reading
STU02755,"Data Analytics, Python",Advanced,practical
STU02756,"Python, Deep Learning, Web Development",Intermediate,Visual
STU02757,"SQL, Software Development, Data Science",Advanced,Reading
STU02758,"Cybersecurity, DevOps, Data Analytics",Beginner,Reading
STU02759,"Software Development, Cybersecurity, DevOps",Intermediate,practical
STU02760,"Machine Learning, Data Science",Beginner,practical
STU02761,SQL,Advanced,Reading
STU02762,"Deep Learning, Data Analytics, Software Development",Intermediate,practical
STU02763,"Software Development, Cloud Computing, Artificial Intelligence",Intermediate,Reading
STU02764,"Software Development, Deep Learning, DevOps",Advanced,practical
STU02765,"DevOps, Data Science",Beginner,practical
STU02766,Artificial Intelligence,Intermediate,practical
STU02767,"Artificial Intelligence, Cloud Computing",Advanced,Visual
STU02768,Cloud Computing,Beginner,practical
STU02769,"Machine Learning, DevOps",Advanced,Reading
STU02770,"Deep Learning, Data Analytics, Machine Learning",Advanced,Reading
STU02771,"DevOps, SQL, Python",Advanced,Visual
STU02772,Web Development,Advanced,Visual
STU02773,Python,Beginner,practical
STU02774,Data Science,Advanced,practical
STU02775,Software Development,Advanced,Visual
STU02776,"Cloud Computing, Artificial Intelligence, Cybersecurity",Advanced,Reading
STU02777,"Python, Data Science",Intermediate,Reading
STU02778,"Web Development, Data Analytics, DevOps",Beginner,Visual
STU02779,Data Science,Beginner,practical
STU02780,Cybersecurity,Intermediate,Visual
STU02781,"Software Development, Deep Learning",Advanced,Visual
STU02782,"Artificial Intelligence, Data Analytics",Beginner,Visual
STU02783,"Web Development, Cybersecurity, DevOps",Advanced,Reading
STU02784,Cybersecurity,Advanced,practical
STU02785,Software Development,Advanced,Reading
STU02786,"Cloud Computing, Cybersecurity, Data Analytics",Advanced,practical
STU02787,SQL,Advanced,Visual
STU02788,Data Analytics,Beginner,Reading
STU02789,"Data Science, Cybersecurity, Cloud Computing",Intermediate,practical
STU02790,"Artificial Intelligence, Machine Learning",Intermediate,Visual
STU02791,"Cybersecurity, Python",Intermediate,practical
STU02792,"Machine Learning, Artificial Intelligence, DevOps",Advanced,Visual
STU02793,"Software Development, Data Analytics",Advanced,practical
STU02794,Deep Learning,Beginner,practical
STU02795,"Machine Learning, Data Analytics, Artificial Intelligence",Intermediate,Visual
STU02796,"Artificial Intelligence, DevOps",Advanced,Visual
STU02797,"SQL, Cloud Computing",Advanced,Reading
STU02798,Cloud Computing,Advanced,practical
STU02799,"Python, Deep Learning, DevOps",Advanced,practical
STU02800,"Cloud Computing, Artificial Intelligence",Intermediate,Reading
STU02801,"Data Science, Data Analytics, Web Development",Advanced,practical
STU02802,Data Science,Intermediate,Visual
STU02803,"Data Science, Data Analytics",Beginner,practical
STU02804,Data Science,Beginner,Visual
STU02805,Machine Learning,Intermediate,practical
STU02806,Python,Advanced,Visual
STU02807,"Artificial Intelligence, Data Analytics",Intermediate,practical
STU02808,"Web Development, DevOps, Data Analytics",Intermediate,Visual
STU02809,Cloud Computing,Intermediate,Visual
STU02810,"Cloud Computing, Artificial Intelligence, Data Analytics",Beginner,Visual
STU02811,"Cybersecurity, SQL, Web Development",Intermediate,Visual
STU02812,Data Analytics,Beginner,Reading
STU02813,Cloud Computing,Intermediate,practical
STU02814,"DevOps, Web Development",Intermediate,practical
STU02815,"Web Development, Software Development",Advanced,Visual
STU02816,Python,Beginner,Visual
STU02817,"Web Development, DevOps",Beginner,Visual
STU02818,"Machine Learning, Data Science, Web Development",Beginner,practical
STU02819,"SQL, Python",Intermediate,practical
STU02820,"Artificial Intelligence, Python, DevOps",Intermediate,Visual
STU02821,"Cloud Computing, Data Science, Software Development",Advanced,Reading
STU02822,Artificial Intelligence,Advanced,practical
STU02823,"Python, Machine Learning, SQL",Beginner,practical
STU02824,"Cybersecurity, Artificial Intelligence",Intermediate,practical
STU02825,Web Development,Intermediate,practical
STU02826,"DevOps, Deep Learning",Advanced,Reading
STU02827,"Web Development, Data Science",Beginner,Reading
STU02828,Data Analytics,Beginner,Visual
STU02829,"Cloud Computing, Data Science, Cybersecurity",Beginner,practical
STU02830,"Artificial Intelligence, Deep Learning",Intermediate,Reading
STU02831,SQL,Intermediate,practical
STU02832,DevOps,Advanced,Visual
STU02833,"Machine Learning, DevOps",Advanced,Reading
STU02834,DevOps,Advanced,Reading
STU02835,"DevOps, SQL, Data Science",Intermediate,Visual
STU02836,Cybersecurity,Intermediate,Reading
STU02837,"Deep Learning, Web Development, Cloud Computing",Intermediate,practical
STU02838,"Machine Learning, SQL, Artificial Intelligence",Beginner,Reading
STU02839,"Artificial Intelligence, Deep Learning",Beginner,Visual
STU02840,"Machine Learning, Data Science, DevOps",Advanced,Visual
STU02841,Cloud Computing,Advanced,practical
STU02842,"Data Science, Web Development, SQL",Beginner,Reading
STU02843,"Cybersecurity, Data Analytics",Intermediate,Visual
STU02844,DevOps,Beginner,Visual
STU02845,"Deep Learning, Cybersecurity, Artificial Intelligence",Beginner,Reading
STU02846,"DevOps, Machine Learning",Advanced,Visual
STU02847,Web Development,Advanced,practical
STU02848,Web Development,Beginner,Visual
STU02849,"Web Development, SQL",Beginner,Reading
STU02850,"SQL, Cloud Computing, Cybersecurity",Advanced,Visual
STU02851,SQL,Advanced,Reading
STU02852,"Data Analytics, Deep Learning",Beginner,Reading
STU02853,"Artificial Intelligence, Data Analytics, DevOps",Advanced,practical
STU02854,"SQL, Deep Learning",Beginner,Reading
STU02855,"Deep Learning, Software Development, Cloud Computing",Beginner,Reading
STU02856,"Data Analytics, Deep Learning",Beginner,practical
STU02857,Software Development,Beginner,Visual
STU02858,"Cybersecurity, SQL",Advanced,Reading
STU02859,"Data Science, Artificial Intelligence",Advanced,Visual
STU02860,"Web Development, SQL",Intermediate,Visual
STU02861,"SQL, DevOps, Cybersecurity",Advanced,practical
STU02862,"Software Development, Python, Data Science",Advanced,Visual
STU02863,"Web Development, Data Analytics, DevOps",Beginner,Visual
STU02864,Data Science,Advanced,Reading
STU02865,"SQL, DevOps",Advanced,Reading
STU02866,Python,Beginner,Visual
STU02867,"DevOps, Artificial Intelligence, Deep Learning",Intermediate,practical
STU02868,"Data Analytics, Machine Learning",Beginner,Reading
STU02869,Data Science,Intermediate,Reading
STU02870,"Cloud Computing, Data Science",Advanced,practical
STU02871,"Machine Learning, SQL, Deep Learning",Intermediate,practical
STU02872,"Web Development, Artificial Intelligence",Advanced,Reading
STU02873,"SQL, Artificial Intelligence, Cybersecurity",Beginner,practical
STU02874,"Software Development, Machine Learning",Beginner,Visual
STU02875,"Artificial Intelligence, Python, SQL",Beginner,practical
STU02876,"Cybersecurity, Cloud Computing",Beginner,Visual
STU02877,"Machine Learning, Deep Learning, Cybersecurity",Beginner,Visual
STU02878,DevOps,Intermediate,practical
STU02879,"Artificial Intelligence, Python, Machine Learning",Intermediate,practical
STU02880,"SQL, DevOps",Advanced,Visual
STU02881,Machine Learning,Advanced,practical
STU02882,"Machine Learning, Data Science, Web Development",Beginner,practical
STU02883,Cloud Computing,Advanced,Visual
STU02884,"Data Science, Artificial Intelligence",Beginner,Visual
STU02885,"Cybersecurity, Machine Learning, DevOps",Advanced,Visual
STU02886,"Machine Learning, Web Development, DevOps",Beginner,practical
STU02887,"Web Development, Cloud Computing, Deep Learning",Intermediate,practical
STU02888,"SQL, Cloud Computing, DevOps",Intermediate,Reading
STU02889,"DevOps, SQL, Data Analytics",Beginner,Visual
STU02890,"Data Analytics, Artificial Intelligence",Intermediate,Visual
STU02891,"DevOps, Python, Web Development",Intermediate,Visual
STU02892,Machine Learning,Advanced,Reading
STU02893,"Python, Web Development",Beginner,practical
STU02894,"Cloud Computing, Cybersecurity",Advanced,Visual
STU02895,"DevOps, Machine Learning, Deep Learning",Beginner,Visual
STU02896,DevOps,Advanced,Visual
STU02897,Web Development,Beginner,Visual
STU02898,"SQL, Deep Learning, Python",Beginner,Reading
STU02899,Artificial Intelligence,Beginner,Visual
STU02900,"SQL, Data Analytics",Beginner,practical
STU02901,Cloud Computing,Advanced,Reading
STU02902,"Data Analytics, Data Science, Cybersecurity",Intermediate,practical
STU02903,"Python, Artificial Intelligence",Intermediate,practical
STU02904,"SQL, Web Development, Data Science",Advanced,Visual
STU02905,"SQL, Deep Learning, Artificial Intelligence",Intermediate,Visual
STU02906,Cybersecurity,Intermediate,practical
STU02907,Cloud Computing,Advanced,Reading
STU02908,"Cloud Computing, DevOps, Data Analytics",Advanced,practical
STU02909,"Cybersecurity, Artificial Intelligence",Advanced,practical
STU02910,"SQL, Web Development",Beginner,practical
STU02911,Cloud Computing,Beginner,practical
STU02912,"Web Development, DevOps, Deep Learning",Beginner,Reading
STU02913,Cybersecurity,Advanced,Reading
STU02914,"Artificial Intelligence, Web Development, Cybersecurity",Beginner,practical
STU02915,"Data Science, Deep Learning, Machine Learning",Beginner,Reading
STU02916,"Software Development, Web Development",Advanced,Reading
STU02917,"Data Science, Software Development",Intermediate,Reading
STU02918,Deep Learning,Beginner,practical
STU02919,"Data Analytics, Python",Advanced,Visual
STU02920,"DevOps, Cybersecurity, Artificial Intelligence",Intermediate,Visual
STU02921,Cybersecurity,Advanced,practical
STU02922,"DevOps, Artificial Intelligence",Intermediate,Reading
STU02923,"Software Development, DevOps, Machine Learning",Intermediate,Reading
STU02924,"Software Development, SQL",Beginner,Reading
STU02925,"SQL, Artificial Intelligence, Deep Learning",Intermediate,Reading
STU02926,Deep Learning,Advanced,Reading
STU02927,"Web Development, Artificial Intelligence",Beginner,practical
STU02928,"Web Development, Artificial Intelligence",Beginner,Visual
STU02929,"Web Development, Deep Learning, Artificial Intelligence",Beginner,Visual
STU02930,"Data Analytics, DevOps",Beginner,Reading
STU02931,Software Development,Advanced,Reading
STU02932,"Python, DevOps",Advanced,practical
STU02933,Deep Learning,Advanced,Reading
STU02934,Cloud Computing,Intermediate,Reading
STU02935,"Web Development, Artificial Intelligence, Data Analytics",Intermediate,practical
STU02936,"Deep Learning, Data Science",Intermediate,Visual
STU02937,"Machine Learning, Artificial Intelligence",Beginner,Visual
STU02938,"Data Analytics, Cybersecurity",Intermediate,practical
STU02939,"Cybersecurity, Data Analytics, DevOps",Advanced,Visual
STU02940,"Artificial Intelligence, Machine Learning, Web Development",Beginner,Reading
STU02941,"Cloud Computing, Machine Learning",Advanced,practical
STU02942,Software Development,Beginner,Visual
STU02943,"Cloud Computing, Software Development",Advanced,Visual
STU02944,"Data Science, Artificial Intelligence",Beginner,practical
STU02945,Artificial Intelligence,Intermediate,Visual
STU02946,"DevOps, Data Science, Data Analytics",Intermediate,Visual
STU02947,Cloud Computing,Advanced,practical
STU02948,"Cloud Computing, DevOps, Web Development",Advanced,Visual
STU02949,"Python, Web Development",Advanced,Reading
STU02950,"Data Science, Web Development",Intermediate,Reading
STU02951,"Software Development, DevOps, Cybersecurity",Beginner,practical
STU02952,"Cybersecurity, SQL",Beginner,Reading
STU02953,Data Analytics,Intermediate,practical
STU02954,Deep Learning,Intermediate,Visual
STU02955,"Cybersecurity, Deep Learning, Python",Intermediate,practical
STU02956,"Cybersecurity, SQL, Artificial Intelligence",Advanced,Visual
STU02957,"Software Development, Python, Web Development",Intermediate,practical
STU02958,Artificial Intelligence,Intermediate,Reading
STU02959,"Python, DevOps, Data Science",Advanced,Reading
STU02960,SQL,Advanced,Visual
STU02961,"Machine Learning, Data Science",Intermediate,Reading
STU02962,Data Science,Beginner,Reading
STU02963,"Software Development, Artificial Intelligence",Beginner,Visual
STU02964,"Machine Learning, Data Science",Advanced,Reading
STU02965,"Python, Cybersecurity",Intermediate,practical
STU02966,Cybersecurity,Intermediate,Reading
STU02967,"Python, Data Analytics, Web Development",Beginner,Visual
STU02968,"Cloud Computing, Software Development",Advanced,practical
STU02969,"Machine Learning, Web Development, Artificial Intelligence",Advanced,Visual
STU02970,"Software Development, Data Science",Advanced,Reading
STU02971,"Cybersecurity, Cloud Computing",Intermediate,Reading
STU02972,"Artificial Intelligence, Cybersecurity, Machine Learning",Advanced,Reading
STU02973,Cloud Computing,Advanced,practical
STU02974,"Data Science, Cloud Computing, SQL",Advanced,practical
STU02975,"SQL, Artificial Intelligence, Data Science",Beginner,Visual
STU02976,Cybersecurity,Beginner,Reading
STU02977,"Artificial Intelligence, Python",Advanced,Visual
STU02978,"Data Analytics, Web Development, Deep Learning",Beginner,Reading
STU02979,SQL,Beginner,practical
STU02980,"Data Analytics, Cloud Computing",Intermediate,Reading
STU02981,"Deep Learning, Data Science, Cybersecurity",Beginner,Visual
STU02982,"Artificial Intelligence, Cybersecurity",Intermediate,practical
STU02983,"Cloud Computing, Data Analytics",Intermediate,practical
STU02984,"Data Science, Cybersecurity, Machine Learning",Intermediate,Reading
STU02985,"Python, Machine Learning, Artificial Intelligence",Advanced,practical
STU02986,"Software Development, Web Development, Python",Beginner,Visual
STU02987,"Deep Learning, Machine Learning",Beginner,Reading
STU02988,Artificial Intelligence,Advanced,Reading
STU02989,Software Development,Advanced,Visual
STU02990,"Machine Learning, Artificial Intelligence, Web Development",Advanced,practical
STU02991,"Machine Learning, Python",Beginner,Reading
STU02992,"Machine Learning, Cybersecurity",Intermediate,practical
STU02993,Data Analytics,Beginner,practical
STU02994,DevOps,Advanced,Reading
STU02995,"Data Science, Data Analytics",Beginner,practical
STU02996,"Data Science, Cloud Computing, Data Analytics",Beginner,practical
STU02997,"Web Development, Cloud Computing",Intermediate,practical
STU02998,"Data Analytics, DevOps, SQL",Advanced,practical
STU02999,Software Development,Beginner,Visual
STU03000,"Web Development, Artificial Intelligence",Beginner,Visual
STU03001,"Cloud Computing, Python",Beginner,Visual
STU03002,Deep Learning,Beginner,Reading
STU03003,"DevOps, Data Science",Beginner,Reading
STU03004,"Web Development, Artificial Intelligence",Intermediate,practical
STU03005,"Software Development, Data Analytics, Web Development",Beginner,practical
STU03006,"Data Analytics, SQL",Intermediate,practical
STU03007,"Machine Learning, Deep Learning, Web Development",Advanced,Visual
STU03008,"Data Science, Machine Learning, Deep Learning",Advanced,Reading
STU03009,"Python, Machine Learning, Web Development",Intermediate,Visual
STU03010,Data Science,Intermediate,practical
STU03011,"Artificial Intelligence, Python",Beginner,Visual
STU03012,"Data Analytics, Cloud Computing, Machine Learning",Beginner,Visual
STU03013,"Web Development, DevOps, Machine Learning",Intermediate,practical
STU03014,"Artificial Intelligence, Software Development",Beginner,Visual
STU03015,Python,Advanced,Reading
STU03016,"Data Analytics, DevOps",Beginner,Reading
STU03017,"Data Analytics, Web Development",Advanced,practical
STU03018,"Cloud Computing, Web Development, Artificial Intelligence",Beginner,Visual
STU03019,"Data Analytics, Web Development, Deep Learning",Intermediate,practical
STU03020,"DevOps, Deep Learning, SQL",Intermediate,Visual
STU03021,"Deep Learning, Machine Learning",Intermediate,practical
STU03022,"Artificial Intelligence, Web Development",Intermediate,Reading
STU03023,"Deep Learning, SQL, Artificial Intelligence",Intermediate,practical
STU03024,Data Science,Advanced,Reading
STU03025,Machine Learning,Intermediate,Reading
STU03026,"SQL, Cybersecurity",Beginner,Reading
STU03027,Machine Learning,Intermediate,Reading
STU03028,"Data Analytics, DevOps, Cloud Computing",Beginner,Visual
STU03029,"Data Analytics, Cybersecurity",Advanced,Reading
STU03030,"Data Science, SQL, Artificial Intelligence",Advanced,practical
STU03031,"Cybersecurity, Cloud Computing, Deep Learning",Advanced,Visual
STU03032,"Cybersecurity, Web Development",Intermediate,Reading
STU03033,"Cloud Computing, Deep Learning",Beginner,Visual
STU03034,"DevOps, Web Development, Deep Learning",Intermediate,Visual
STU03035,"Cybersecurity, Python, DevOps",Intermediate,practical
STU03036,"Machine Learning, Cybersecurity",Advanced,Visual
STU03037,"Cloud Computing, Cybersecurity, Deep Learning",Intermediate,practical
STU03038,Artificial Intelligence,Beginner,practical
STU03039,"Python, Software Development, Cloud Computing",Advanced,practical
STU03040,"Python, Artificial Intelligence, Cybersecurity",Beginner,Visual
STU03041,"Cybersecurity, Cloud Computing, DevOps",Beginner,practical
STU03042,"Cloud Computing, Machine Learning, Python",Beginner,practical
STU03043,"Python, Deep Learning, Cloud Computing",Advanced,Reading
STU03044,"Data Science, Machine Learning",Advanced,practical
STU03045,"Software Development, Data Science, Cloud Computing",Advanced,Reading
STU03046,"Cloud Computing, Software Development, Cybersecurity",Beginner,Visual
STU03047,"DevOps, Python",Intermediate,Visual
STU03048,"Cloud Computing, Cybersecurity",Beginner,Reading
STU03049,"DevOps, Machine Learning",Advanced,practical
STU03050,Deep Learning,Advanced,Reading
STU03051,Deep Learning,Intermediate,practical
STU03052,"SQL, Python",Advanced,practical
STU03053,"Python, Cloud Computing, Artificial Intelligence",Intermediate,Visual
STU03054,"Web Development, DevOps",Beginner,Visual
STU03055,Deep Learning,Advanced,practical
STU03056,"SQL, Machine Learning",Intermediate,practical
STU03057,"Python, Deep Learning",Beginner,practical
STU03058,"Cloud Computing, Software Development, Web Development",Beginner,practical
STU03059,"Deep Learning, Web Development",Intermediate,Visual
STU03060,SQL,Beginner,practical
STU03061,"Data Science, Cybersecurity",Intermediate,practical
STU03062,"Artificial Intelligence, Web Development",Beginner,practical
STU03063,"Cloud Computing, SQL, Artificial Intelligence",Beginner,practical
STU03064,"Python, Data Science",Intermediate,Reading
STU03065,"Machine Learning, Artificial Intelligence",Intermediate,Visual
STU03066,Deep Learning,Beginner,practical
STU03067,Python,Intermediate,practical
STU03068,Cybersecurity,Beginner,Reading
STU03069,SQL,Intermediate,Visual
STU03070,"SQL, Cloud Computing",Intermediate,practical
STU03071,"Data Analytics, SQL, Cybersecurity",Advanced,practical
STU03072,SQL,Intermediate,practical
STU03073,"Deep Learning, Machine Learning",Advanced,Reading
STU03074,Python,Beginner,Reading
STU03075,Artificial Intelligence,Beginner,practical
STU03076,"Artificial Intelligence, SQL, Cloud Computing",Advanced,practical
STU03077,"Artificial Intelligence, Web Development, Software Development",Intermediate,Visual
STU03078,"Cybersecurity, SQL",Intermediate,Reading
STU03079,"Web Development, Cloud Computing",Beginner,Reading
STU03080,"Python, Cloud Computing",Advanced,Reading
STU03081,"Python, Machine Learning",Beginner,Reading
STU03082,Web Development,Beginner,Visual
STU03083,"Machine Learning, Cloud Computing, SQL",Advanced,Reading
STU03084,"DevOps, Cybersecurity",Beginner,practical
STU03085,Data Science,Advanced,Visual
STU03086,"Machine Learning, Python",Advanced,Visual
STU03087,"Data Analytics, Software Development",Advanced,practical
STU03088,Web Development,Advanced,practical
STU03089,"Web Development, Cybersecurity, Data Analytics",Advanced,Visual
STU03090,SQL,Advanced,practical
STU03091,"Artificial Intelligence, DevOps, Cybersecurity",Advanced,practical
STU03092,"Machine Learning, SQL, Python",Advanced,practical
STU03093,Python,Beginner,Reading
STU03094,"Web Development, Cybersecurity, Deep Learning",Beginner,practical
STU03095,SQL,Intermediate,practical
STU03096,Artificial Intelligence,Intermediate,Reading
STU03097,"DevOps, Python",Advanced,Visual
STU03098,Data Science,Intermediate,practical
STU03099,"Software Development, Machine Learning",Beginner,practical
STU03100,"Data Analytics, Data Science, Software Development",Advanced,practical
STU03101,"Data Analytics, Cybersecurity",Intermediate,Reading
STU03102,"Data Analytics, Python, SQL",Advanced,Reading
STU03103,"Artificial Intelligence, Cloud Computing, Deep Learning",Beginner,practical
STU03104,"Web Development, Cybersecurity",Beginner,practical
STU03105,Cybersecurity,Advanced,practical
STU03106,"Cybersecurity, Data Science",Advanced,Visual
STU03107,"SQL, Cloud Computing",Advanced,Visual
STU03108,"Artificial Intelligence, Cloud Computing, Data Analytics",Advanced,practical
STU03109,DevOps,Advanced,practical
STU03110,Python,Advanced,practical
STU03111,"Data Analytics, Software Development",Beginner,Visual
STU03112,"Artificial Intelligence, DevOps",Intermediate,Visual
STU03113,"Data Analytics, Machine Learning",Beginner,practical
STU03114,"Data Analytics, Data Science",Intermediate,practical
STU03115,Machine Learning,Advanced,practical
STU03116,Cybersecurity,Advanced,Visual
STU03117,"SQL, Data Science",Advanced,practical
STU03118,"Deep Learning, Data Science, Web Development",Advanced,Reading
STU03119,"Machine Learning, Data Science, Software Development",Advanced,Visual
STU03120,Artificial Intelligence,Beginner,practical
STU03121,Machine Learning,Advanced,practical
STU03122,"Cloud Computing, Deep Learning",Beginner,practical
STU03123,"SQL, DevOps",Intermediate,practical
STU03124,Cybersecurity,Intermediate,practical
STU03125,"Web Development, Artificial Intelligence, Software Development",Intermediate,practical
STU03126,"Cybersecurity, Software Development, SQL",Advanced,practical
STU03127,Cybersecurity,Intermediate,practical
STU03128,DevOps,Beginner,Reading
STU03129,Python,Advanced,Reading
STU03130,Cybersecurity,Advanced,Visual
STU03131,SQL,Advanced,practical
STU03132,Cybersecurity,Intermediate,Visual
STU03133,"Web Development, Machine Learning, Artificial Intelligence",Beginner,Reading
STU03134,"Web Development, Data Science, Machine Learning",Advanced,Visual
STU03135,"Python, Machine Learning, SQL",Beginner,Reading
STU03136,"Python, SQL",Beginner,practical
STU03137,Software Development,Beginner,Visual
STU03138,"Software Development, Cybersecurity, Data Analytics",Beginner,practical
STU03139,"Web Development, DevOps, SQL",Intermediate,Visual
STU03140,"Data Analytics, Machine Learning, Cybersecurity",Beginner,practical
STU03141,"SQL, Deep Learning",Advanced,Visual
STU03142,"SQL, Web Development",Beginner,practical
STU03143,Data Analytics,Advanced,practical
STU03144,"SQL, Cloud Computing",Advanced,Visual
STU03145,Deep Learning,Intermediate,practical
STU03146,"SQL, Python",Advanced,practical
STU03147,"Deep Learning, DevOps, Python",Beginner,practical
STU03148,Web Development,Advanced,practical
STU03149,"SQL, Deep Learning, Data Analytics",Beginner,Reading
STU03150,SQL,Advanced,Visual
STU03151,"Artificial Intelligence, Data Analytics",Advanced,practical
STU03152,"Data Analytics, SQL",Intermediate,Reading
STU03153,Deep Learning,Intermediate,Reading
STU03154,Cloud Computing,Advanced,Visual
STU03155,SQL,Beginner,Visual
STU03156,"Data Science, SQL, DevOps",Intermediate,Visual
STU03157,"Web Development, DevOps, Cloud Computing",Advanced,Visual
STU03158,"Deep Learning, DevOps",Intermediate,Visual
STU03159,"Machine Learning, Python",Beginner,Visual
STU03160,Software Development,Advanced,Reading
STU03161,Machine Learning,Advanced,Reading
STU03162,"Cloud Computing, Web Development",Intermediate,practical
STU03163,"Data Analytics, DevOps, Python",Intermediate,Reading
STU03164,Deep Learning,Intermediate,Visual
STU03165,"Cloud Computing, Cybersecurity, SQL",Intermediate,practical
STU03166,"SQL, Machine Learning",Beginner,Reading
STU03167,"Data Analytics, Cloud Computing",Intermediate,Visual
STU03168,"Cloud Computing, Deep Learning",Advanced,Reading
STU03169,"Machine Learning, Cloud Computing, Artificial Intelligence",Beginner,Visual
STU03170,Python,Intermediate,Reading
STU03171,Data Science,Advanced,practical
STU03172,"SQL, Data Science, Data Analytics",Beginner,Reading
STU03173,"DevOps, Data Science",Advanced,practical
STU03174,"Data Science, Machine Learning, Data Analytics",Beginner,practical
STU03175,"Data Analytics, Software Development, Machine Learning",Intermediate,Reading
STU03176,"Cloud Computing, DevOps",Advanced,Visual
STU03177,Data Analytics,Beginner,practical
STU03178,"Artificial Intelligence, Software Development, Data Science",Advanced,practical
STU03179,"Deep Learning, Software Development",Advanced,Visual
STU03180,"Software Development, Data Analytics, Cybersecurity",Advanced,practical
STU03181,DevOps,Intermediate,Reading
STU03182,Deep Learning,Advanced,practical
STU03183,Data Analytics,Intermediate,Reading
STU03184,"Artificial Intelligence, Software Development, Cybersecurity",Advanced,Visual
STU03185,"Cloud Computing, DevOps",Beginner,Reading
STU03186,"Cloud Computing, DevOps",Intermediate,Reading
STU03187,"Data Science, SQL, Cloud Computing",Intermediate,practical
STU03188,"Cloud Computing, SQL, Data Analytics",Advanced,Reading
STU03189,"SQL, Artificial Intelligence, Cloud Computing",Beginner,Visual
STU03190,"Data Analytics, Cloud Computing",Intermediate,practical
STU03191,"Artificial Intelligence, Data Analytics, Web Development",Advanced,Reading
STU03192,"SQL, Cloud Computing",Intermediate,Visual
STU03193,"Deep Learning, Data Science",Beginner,Reading
STU03194,"Data Science, Cloud Computing",Beginner,Visual
STU03195,"Python, Cybersecurity, Software Development",Advanced,Reading
STU03196,Data Analytics,Intermediate,Visual
STU03197,"Software Development, Deep Learning, SQL",Advanced,Visual
STU03198,"Data Science, SQL, Python",Intermediate,Reading
STU03199,"Cloud Computing, Deep Learning, Web Development",Beginner,Visual
STU03200,"Cybersecurity, Data Science, DevOps",Beginner,Reading
STU03201,"Cybersecurity, Data Analytics",Advanced,practical
STU03202,Data Analytics,Intermediate,Visual
STU03203,SQL,Beginner,Visual
STU03204,"Cybersecurity, Data Analytics",Beginner,practical
STU03205,DevOps,Beginner,practical
STU03206,Data Science,Advanced,Visual
STU03207,Cloud Computing,Beginner,practical
STU03208,SQL,Intermediate,practical
STU03209,Cybersecurity,Beginner,Reading
STU03210,Artificial Intelligence,Beginner,Reading
STU03211,Deep Learning,Beginner,practical
STU03212,"Data Analytics, Software Development",Advanced,Visual
STU03213,Cloud Computing,Beginner,practical
STU03214,Cloud Computing,Intermediate,Reading
STU03215,SQL,Advanced,Reading
STU03216,Data Analytics,Beginner,Visual
STU03217,DevOps,Intermediate,Reading
STU03218,Machine Learning,Intermediate,Reading
STU03219,"Cybersecurity, Artificial Intelligence",Beginner,Reading
STU03220,"Deep Learning, Python, Software Development",Beginner,Visual
STU03221,DevOps,Intermediate,Visual
STU03222,Software Development,Advanced,practical
STU03223,"Python, Artificial Intelligence",Advanced,Visual
STU03224,Cloud Computing,Advanced,Visual
STU03225,"DevOps, Python",Advanced,Visual
STU03226,"Web Development, Cloud Computing",Advanced,Reading
STU03227,"DevOps, Machine Learning, Cloud Computing",Intermediate,Visual
STU03228,"Web Development, DevOps, Artificial Intelligence",Intermediate,practical
STU03229,"Cloud Computing, Machine Learning",Beginner,Visual
STU03230,Software Development,Beginner,Visual
STU03231,"Python, Data Science, Cloud Computing",Intermediate,practical
STU03232,Data Analytics,Beginner,practical
STU03233,"Machine Learning, Software Development",Intermediate,Reading
STU03234,"Cybersecurity, Software Development, Artificial Intelligence",Advanced,Reading
STU03235,Artificial Intelligence,Intermediate,practical
STU03236,Cloud Computing,Beginner,Visual
STU03237,Software Development,Advanced,practical
STU03238,"Deep Learning, Software Development",Intermediate,Visual
STU03239,"Artificial Intelligence, Python, Data Science",Advanced,Visual
STU03240,Machine Learning,Beginner,Visual
STU03241,"Artificial Intelligence, Cybersecurity",Advanced,Visual
STU03242,"Cybersecurity, Software Development, DevOps",Intermediate,Visual
STU03243,"Software Development, Python, SQL",Beginner,Reading
STU03244,"Python, Software Development, Artificial Intelligence",Intermediate,practical
STU03245,"Artificial Intelligence, Deep Learning, Machine Learning",Intermediate,Reading
STU03246,Data Science,Intermediate,practical
STU03247,"DevOps, Artificial Intelligence",Advanced,Reading
STU03248,"Data Science, Software Development, Data Analytics",Intermediate,Reading
STU03249,"Data Analytics, Deep Learning, Cybersecurity",Intermediate,Visual
STU03250,"DevOps, Machine Learning, Software Development",Beginner,Visual
STU03251,"Deep Learning, SQL, Data Science",Advanced,Visual
STU03252,Cybersecurity,Intermediate,practical
STU03253,"SQL, Artificial Intelligence, Cloud Computing",Advanced,Visual
STU03254,"Software Development, Cybersecurity, Data Science",Beginner,Reading
STU03255,Data Science,Beginner,Visual
STU03256,"Python, SQL, Machine Learning",Beginner,Reading
STU03257,"Software Development, Deep Learning",Beginner,practical
STU03258,"Artificial Intelligence, Machine Learning, Deep Learning",Beginner,Reading
STU03259,"Cloud Computing, Python",Intermediate,Reading
STU03260,"DevOps, Python",Beginner,Reading
