student_id,interests,experience_level,learning_mode,experience_level_encoded
STU02778,"Machine Learning, Data Analytics, Data Science",Intermediate,Visual,1
STU02779,"Artificial Intelligence, Cybersecurity, Data Science",Beginner,Visual,0
STU02780,"Cloud Computing, Machine Learning",Beginner,Reading,0
STU02781,"Data Science, Machine Learning",Intermediate,practical,1
STU02782,"Cybersecurity, Data Analytics, Machine Learning",Advanced,Reading,2
STU02783,"Cybersecurity, Deep Learning, SQL",Advanced,practical,2
STU02784,SQL,Advanced,Reading,2
STU02785,"Deep Learning, Cloud Computing",Beginner,practical,0
STU02786,Cybersecurity,Advanced,Reading,2
STU02787,Data Science,Advanced,practical,2
STU02788,Web Development,Intermediate,practical,1
STU02789,Software Development,Intermediate,practical,1
STU02790,SQL,Beginner,Reading,0
STU02791,Deep Learning,Intermediate,Reading,1
STU02792,Deep Learning,Beginner,Reading,0
STU02793,"Deep Learning, Data Science, SQL",Beginner,practical,0
STU02794,"Cybersecurity, Machine Learning",Advanced,Reading,2
STU02795,Software Development,Intermediate,Visual,1
STU02796,Data Science,Intermediate,practical,1
STU02797,"Python, SQL",Intermediate,Visual,1
STU02798,Software Development,Intermediate,Visual,1
STU02799,Cybersecurity,Advanced,Reading,2
STU02800,"Artificial Intelligence, Cybersecurity, Data Analytics",Beginner,Reading,0
STU02801,Cybersecurity,Beginner,practical,0
STU02802,"Machine Learning, Data Analytics",Advanced,practical,2
STU02803,Cybersecurity,Advanced,Reading,2
STU02804,"SQL, Python",Beginner,Reading,0
STU02805,"Deep Learning, Cybersecurity",Beginner,Visual,0
STU02806,"Deep Learning, Python, DevOps",Beginner,Reading,0
STU02807,"Cybersecurity, Data Analytics, Data Science",Intermediate,practical,1
STU02808,DevOps,Intermediate,practical,1
STU02809,"Data Science, Web Development, Artificial Intelligence",Intermediate,practical,1
STU02810,"Data Science, SQL",Intermediate,practical,1
STU02811,Cybersecurity,Beginner,Visual,0
STU02812,"Deep Learning, Machine Learning, Data Science",Intermediate,practical,1
STU02813,"Data Science, Deep Learning, Artificial Intelligence",Intermediate,practical,1
STU02814,Data Analytics,Beginner,Visual,0
STU02815,"Data Science, Software Development",Intermediate,Visual,1
STU02816,"Cloud Computing, Data Analytics, Machine Learning",Intermediate,Visual,1
STU02817,Cloud Computing,Advanced,Reading,2
STU02818,"Machine Learning, Cybersecurity",Beginner,Reading,0
STU02819,"Machine Learning, Python, Cybersecurity",Intermediate,practical,1
STU02820,Web Development,Intermediate,Visual,1
STU02821,"Deep Learning, Data Analytics",Advanced,practical,2
STU02822,"Deep Learning, Cybersecurity, DevOps",Beginner,Visual,0
STU02823,Cybersecurity,Beginner,Reading,0
STU02824,"Web Development, Deep Learning",Advanced,Visual,2
STU02825,"Machine Learning, Web Development, DevOps",Beginner,Visual,0
STU02826,Cybersecurity,Advanced,Reading,2
STU02827,Web Development,Intermediate,Visual,1
STU02828,"Data Analytics, Software Development, Machine Learning",Advanced,Visual,2
STU02829,SQL,Intermediate,practical,1
STU02830,"Data Analytics, Python, Machine Learning",Beginner,Reading,0
STU02831,"Cloud Computing, DevOps",Advanced,Reading,2
STU02832,Data Science,Advanced,Visual,2
STU02833,"SQL, Cloud Computing",Beginner,Reading,0
STU02834,"SQL, Web Development, Data Science",Intermediate,Reading,1
STU02835,"Artificial Intelligence, Machine Learning",Intermediate,Reading,1
STU02836,"DevOps, Data Analytics, Deep Learning",Beginner,Visual,0
STU02837,"Web Development, Cybersecurity, Machine Learning",Intermediate,Visual,1
STU02838,"Cybersecurity, Software Development, SQL",Advanced,practical,2
STU02839,Artificial Intelligence,Advanced,Visual,2
STU02840,Web Development,Advanced,practical,2
STU02841,"Software Development, Deep Learning",Beginner,Reading,0
STU02842,"SQL, Cloud Computing",Intermediate,practical,1
STU02843,"Python, Data Analytics, Deep Learning",Advanced,Visual,2
STU02844,Machine Learning,Beginner,Reading,0
STU02845,"SQL, Cybersecurity",Intermediate,Reading,1
STU02846,"DevOps, SQL",Beginner,Reading,0
STU02847,Data Science,Intermediate,Reading,1
STU02848,"Python, Software Development",Intermediate,Reading,1
STU02849,"Deep Learning, Python, DevOps",Advanced,Reading,2
STU02850,"Cloud Computing, DevOps, Deep Learning",Intermediate,Reading,1
STU02851,Cybersecurity,Beginner,Reading,0
STU02852,"Machine Learning, Cybersecurity, DevOps",Advanced,practical,2
STU02853,"SQL, Data Analytics, Deep Learning",Advanced,Reading,2
STU02854,"Python, Data Science",Advanced,practical,2
STU02855,"Data Science, Deep Learning",Intermediate,Visual,1
STU02856,Web Development,Intermediate,Reading,1
STU02857,Cloud Computing,Intermediate,Visual,1
STU02858,"Python, Artificial Intelligence",Intermediate,Visual,1
STU02859,"Software Development, Cloud Computing",Beginner,practical,0
STU02860,"Data Analytics, Artificial Intelligence, Web Development",Intermediate,Reading,1
STU02861,DevOps,Advanced,Reading,2
STU02862,"Software Development, Artificial Intelligence",Advanced,practical,2
STU02863,"Data Science, Python, Web Development",Intermediate,Reading,1
STU02864,Software Development,Beginner,Visual,0
STU02865,"Data Science, Python, Data Analytics",Intermediate,practical,1
STU02866,Cybersecurity,Intermediate,practical,1
STU02867,"Cybersecurity, Software Development",Beginner,Reading,0
STU02868,"Artificial Intelligence, Cloud Computing, SQL",Beginner,Reading,0
STU02869,Deep Learning,Advanced,Reading,2
STU02870,"Cloud Computing, Software Development, Cybersecurity",Advanced,Reading,2
STU02871,Software Development,Beginner,practical,0
STU02872,"Software Development, Data Science",Intermediate,Reading,1
STU02873,Web Development,Advanced,practical,2
STU02874,"Cloud Computing, Cybersecurity, SQL",Intermediate,Reading,1
STU02875,Machine Learning,Beginner,practical,0
STU02876,"Machine Learning, Python",Intermediate,Reading,1
STU02877,"Software Development, Machine Learning",Advanced,Reading,2
STU02878,"Data Analytics, Artificial Intelligence, Cloud Computing",Beginner,Visual,0
STU02879,"Deep Learning, Cybersecurity, DevOps",Intermediate,Reading,1
STU02880,"Data Analytics, Data Science, Software Development",Advanced,Reading,2
STU02881,"Cloud Computing, Software Development, Machine Learning",Intermediate,Reading,1
STU02882,"Deep Learning, SQL",Intermediate,Visual,1
STU02883,"Software Development, Cybersecurity, Deep Learning",Beginner,Reading,0
STU02884,"Machine Learning, Web Development, Cloud Computing",Advanced,Reading,2
STU02885,Data Science,Advanced,practical,2
STU02886,Cybersecurity,Intermediate,Reading,1
STU02887,"Data Analytics, Software Development",Beginner,practical,0
STU02888,"Cybersecurity, SQL, DevOps",Intermediate,Reading,1
STU02889,"Artificial Intelligence, Software Development, SQL",Advanced,Reading,2
STU02890,Data Science,Advanced,Visual,2
STU02891,Data Analytics,Intermediate,practical,1
STU02892,"Cloud Computing, Software Development",Beginner,Visual,0
STU02893,"DevOps, Python, Software Development",Intermediate,practical,1
STU02894,"SQL, Data Science",Intermediate,practical,1
STU02895,"Data Science, Deep Learning",Advanced,Visual,2
STU02896,Python,Intermediate,practical,1
STU02897,"DevOps, Data Analytics",Advanced,practical,2
STU02898,"Machine Learning, Cloud Computing",Intermediate,Reading,1
STU02899,Data Analytics,Intermediate,practical,1
STU02900,"Deep Learning, Machine Learning",Advanced,Visual,2
STU02901,Data Science,Beginner,Visual,0
STU02902,"Software Development, Deep Learning, Python",Intermediate,practical,1
STU02903,"Artificial Intelligence, Software Development, Data Science",Advanced,Reading,2
STU02904,"Deep Learning, SQL",Advanced,Reading,2
STU02905,DevOps,Intermediate,Reading,1
STU02906,"Data Analytics, DevOps",Intermediate,Visual,1
STU02907,"Machine Learning, Software Development",Advanced,practical,2
STU02908,DevOps,Beginner,Visual,0
STU02909,DevOps,Intermediate,practical,1
STU02910,Cybersecurity,Intermediate,Visual,1
STU02911,Data Analytics,Beginner,Reading,0
STU02912,"Data Science, Cybersecurity, Cloud Computing",Beginner,Reading,0
STU02913,"Software Development, Data Science",Intermediate,practical,1
STU02914,Data Science,Advanced,Visual,2
STU02915,Cloud Computing,Advanced,Reading,2
STU02916,Data Analytics,Intermediate,Reading,1
STU02917,"Data Science, Web Development, DevOps",Advanced,practical,2
STU02918,"DevOps, Machine Learning, Deep Learning",Beginner,Reading,0
STU02919,Web Development,Beginner,practical,0
STU02920,DevOps,Advanced,Reading,2
STU02921,"Machine Learning, SQL, Cybersecurity",Advanced,practical,2
STU02922,"Python, Data Analytics",Beginner,practical,0
STU02923,"Data Analytics, DevOps, Cybersecurity",Intermediate,practical,1
STU02924,"DevOps, Artificial Intelligence, Cloud Computing",Advanced,Visual,2
STU02925,"Data Science, SQL",Beginner,practical,0
STU02926,"Cloud Computing, Artificial Intelligence, SQL",Intermediate,Visual,1
STU02927,Deep Learning,Beginner,Visual,0
STU02928,"DevOps, Deep Learning",Beginner,Visual,0
STU02929,Data Science,Advanced,Visual,2
STU02930,Artificial Intelligence,Advanced,Visual,2
STU02931,DevOps,Intermediate,Visual,1
STU02932,"Cybersecurity, Web Development, Artificial Intelligence",Advanced,Reading,2
STU02933,"Deep Learning, Cybersecurity",Advanced,practical,2
STU02934,"Machine Learning, Python",Beginner,Reading,0
STU02935,"Artificial Intelligence, Machine Learning, Cloud Computing",Advanced,Visual,2
STU02936,"DevOps, Artificial Intelligence, Software Development",Intermediate,Visual,1
STU02937,Artificial Intelligence,Advanced,practical,2
STU02938,"DevOps, Cybersecurity, Web Development",Advanced,Reading,2
STU02939,"Artificial Intelligence, Deep Learning",Beginner,Reading,0
STU02940,"Artificial Intelligence, Python",Intermediate,practical,1
STU02941,"Cloud Computing, Machine Learning",Beginner,Visual,0
STU02942,DevOps,Beginner,practical,0
STU02943,"Cloud Computing, Web Development, Machine Learning",Advanced,practical,2
STU02944,"Machine Learning, Data Analytics",Beginner,Reading,0
STU02945,"Data Analytics, DevOps",Intermediate,practical,1
STU02946,"Deep Learning, Data Science",Beginner,Visual,0
STU02947,"DevOps, Cybersecurity, Machine Learning",Intermediate,practical,1
STU02948,"DevOps, Software Development",Beginner,practical,0
STU02949,"SQL, Deep Learning",Advanced,practical,2
STU02950,"Data Analytics, Deep Learning",Beginner,Reading,0
STU02951,"Cybersecurity, Machine Learning, Deep Learning",Beginner,practical,0
STU02952,Web Development,Intermediate,Visual,1
STU02953,"Python, Software Development, SQL",Beginner,Visual,0
STU02954,"Web Development, DevOps, Data Analytics",Intermediate,Visual,1
STU02955,"Data Science, Software Development, DevOps",Advanced,Visual,2
STU02956,"Cybersecurity, Cloud Computing",Beginner,practical,0
STU02957,"Web Development, Data Science, Artificial Intelligence",Advanced,Reading,2
STU02958,Data Science,Intermediate,practical,1
STU02959,"Artificial Intelligence, Cloud Computing, SQL",Beginner,practical,0
STU02960,"Cybersecurity, Web Development, Deep Learning",Beginner,Visual,0
STU02961,"Artificial Intelligence, Software Development",Beginner,Reading,0
STU02962,"Python, SQL, Data Analytics",Beginner,Reading,0
STU02963,Web Development,Intermediate,Visual,1
STU02964,"Artificial Intelligence, Deep Learning",Intermediate,Visual,1
STU02965,"SQL, Artificial Intelligence",Beginner,Visual,0
STU02966,"DevOps, Python",Advanced,Visual,2
STU02967,"Web Development, Cloud Computing",Intermediate,Visual,1
STU02968,Python,Intermediate,Reading,1
STU02969,"Cybersecurity, Machine Learning",Intermediate,Reading,1
STU02970,"DevOps, Data Science",Intermediate,Reading,1
STU02971,Cloud Computing,Intermediate,Visual,1
STU02972,"Machine Learning, Cybersecurity",Beginner,Reading,0
STU02973,"Artificial Intelligence, Web Development",Intermediate,practical,1
STU02974,Machine Learning,Beginner,Reading,0
STU02975,"Web Development, Software Development, SQL",Beginner,Reading,0
STU02976,"Artificial Intelligence, Software Development, Deep Learning",Intermediate,practical,1
STU02977,Deep Learning,Intermediate,Visual,1
STU02978,"Software Development, SQL",Beginner,Reading,0
STU02979,"DevOps, Machine Learning, Data Analytics",Advanced,Reading,2
STU02980,Cloud Computing,Advanced,Reading,2
STU02981,"Data Analytics, Data Science",Intermediate,Visual,1
STU02982,"Data Science, Cloud Computing",Intermediate,Reading,1
STU02983,"Machine Learning, Software Development, Web Development",Intermediate,Visual,1
STU02984,Deep Learning,Advanced,Reading,2
STU02985,"Cloud Computing, Artificial Intelligence",Beginner,Visual,0
STU02986,"SQL, Web Development, DevOps",Beginner,Visual,0
STU02987,"Artificial Intelligence, Data Analytics",Advanced,Reading,2
STU02988,"DevOps, SQL, Cloud Computing",Advanced,Visual,2
STU02989,Machine Learning,Advanced,practical,2
STU02990,DevOps,Intermediate,Visual,1
STU02991,"Data Analytics, DevOps, SQL",Advanced,practical,2
STU02992,Artificial Intelligence,Intermediate,practical,1
STU02993,"Cybersecurity, Deep Learning",Advanced,Visual,2
STU02994,"Python, DevOps",Intermediate,Reading,1
STU02995,"Data Science, Cybersecurity",Advanced,Reading,2
STU02996,"Web Development, SQL, Deep Learning",Advanced,Visual,2
STU02997,"Web Development, DevOps, Python",Beginner,Visual,0
STU02998,Python,Advanced,practical,2
STU02999,"Cybersecurity, DevOps, Web Development",Advanced,Visual,2
STU03000,Machine Learning,Beginner,Reading,0
STU03001,Data Analytics,Advanced,practical,2
STU03002,Artificial Intelligence,Intermediate,practical,1
STU03003,"Software Development, Data Science",Beginner,Reading,0
STU03004,"Python, Artificial Intelligence",Advanced,Visual,2
STU03005,"Machine Learning, Deep Learning, SQL",Intermediate,Reading,1
STU03006,"Artificial Intelligence, Machine Learning",Intermediate,Visual,1
STU03007,Data Analytics,Advanced,Reading,2
STU03008,"Cybersecurity, Data Science, SQL",Intermediate,Visual,1
STU03009,"Cloud Computing, SQL",Intermediate,Visual,1
STU03010,"Deep Learning, Machine Learning",Intermediate,Visual,1
STU03011,Software Development,Advanced,Visual,2
STU03012,Python,Advanced,practical,2
STU03013,"Software Development, Web Development, Artificial Intelligence",Beginner,practical,0
STU03014,Web Development,Advanced,Reading,2
STU03015,"Data Analytics, Software Development",Beginner,practical,0
STU03016,Python,Advanced,Reading,2
STU03017,"Python, Cloud Computing, Artificial Intelligence",Intermediate,practical,1
STU03018,"Web Development, DevOps",Advanced,Visual,2
STU03019,"DevOps, Data Analytics",Beginner,practical,0
STU03020,"Data Analytics, Software Development, Artificial Intelligence",Intermediate,Reading,1
STU03021,"Cloud Computing, Machine Learning",Intermediate,practical,1
STU03022,"Web Development, Cloud Computing",Beginner,Reading,0
STU03023,Machine Learning,Intermediate,Reading,1
STU03024,"DevOps, Data Analytics",Beginner,Visual,0
STU03025,Deep Learning,Beginner,Visual,0
STU03026,Data Science,Intermediate,practical,1
STU03027,Data Analytics,Beginner,Reading,0
STU03028,Software Development,Advanced,practical,2
STU03029,"Cloud Computing, Python",Beginner,practical,0
STU03030,"Cloud Computing, SQL, Machine Learning",Beginner,Visual,0
STU03031,"DevOps, Machine Learning, Web Development",Advanced,Reading,2
STU03032,"Web Development, Python",Beginner,practical,0
STU03033,"Machine Learning, Python",Beginner,Reading,0
STU03034,DevOps,Advanced,Reading,2
STU03035,"Web Development, Deep Learning",Intermediate,Visual,1
STU03036,"Cloud Computing, DevOps",Beginner,Reading,0
STU03037,"Machine Learning, DevOps",Intermediate,Reading,1
STU03038,"DevOps, Machine Learning",Advanced,practical,2
STU03039,"Deep Learning, Web Development",Intermediate,Visual,1
STU03040,"Web Development, Python",Advanced,Reading,2
STU03041,"Cybersecurity, Data Science, SQL",Intermediate,Reading,1
STU03042,"Machine Learning, Deep Learning",Beginner,Reading,0
STU03043,"DevOps, Python, Data Science",Intermediate,Reading,1
STU03044,"Deep Learning, DevOps",Beginner,Visual,0
STU03045,"Python, Data Science",Advanced,practical,2
STU03046,"Cybersecurity, Data Analytics, Deep Learning",Intermediate,practical,1
STU03047,"Deep Learning, SQL",Beginner,practical,0
STU03048,"Software Development, Cloud Computing",Beginner,Visual,0
STU03049,"Cybersecurity, DevOps",Beginner,Visual,0
STU03050,"Python, Artificial Intelligence, Web Development",Advanced,Visual,2
STU03051,"Web Development, Cloud Computing",Advanced,Visual,2
STU03052,"Python, Cloud Computing",Beginner,Visual,0
STU03053,"Software Development, Web Development",Intermediate,Reading,1
STU03054,"DevOps, SQL, Web Development",Intermediate,Reading,1
STU03055,"Deep Learning, DevOps",Advanced,practical,2
STU03056,SQL,Beginner,practical,0
STU03057,Cybersecurity,Advanced,practical,2
STU03058,Software Development,Advanced,practical,2
STU03059,"DevOps, Cybersecurity, Cloud Computing",Beginner,Reading,0
STU03060,Cybersecurity,Intermediate,practical,1
STU03061,"Deep Learning, Data Analytics",Advanced,practical,2
STU03062,Cloud Computing,Advanced,Visual,2
STU03063,"Artificial Intelligence, DevOps",Advanced,practical,2
STU03064,"DevOps, Artificial Intelligence",Beginner,practical,0
STU03065,"Data Analytics, Cloud Computing",Beginner,Visual,0
STU03066,"Cybersecurity, Data Analytics, DevOps",Advanced,Reading,2
STU03067,"Deep Learning, DevOps, Cloud Computing",Advanced,Visual,2
STU03068,"Machine Learning, Deep Learning",Advanced,Visual,2
STU03069,"Cloud Computing, Data Science",Advanced,practical,2
STU03070,"Deep Learning, Machine Learning, Web Development",Beginner,Reading,0
STU03071,"Software Development, Data Analytics, Python",Intermediate,Reading,1
STU03072,Artificial Intelligence,Intermediate,Reading,1
STU03073,Deep Learning,Intermediate,Visual,1
STU03074,"Cybersecurity, Python",Intermediate,Visual,1
STU03075,"Python, Machine Learning",Beginner,Reading,0
STU03076,"Artificial Intelligence, Machine Learning",Advanced,Visual,2
STU03077,"Web Development, Python",Advanced,Reading,2
STU03078,Data Science,Intermediate,practical,1
STU03079,"Machine Learning, Software Development, Cloud Computing",Advanced,practical,2
STU03080,Deep Learning,Beginner,practical,0
STU03081,DevOps,Beginner,practical,0
STU03082,Web Development,Advanced,Reading,2
STU03083,"Data Analytics, Artificial Intelligence",Intermediate,Visual,1
STU03084,SQL,Advanced,practical,2
STU03085,Data Science,Intermediate,Visual,1
STU03086,"Deep Learning, Data Analytics",Beginner,Visual,0
STU03087,"Cloud Computing, Cybersecurity, Machine Learning",Advanced,Reading,2
STU03088,"Data Science, Machine Learning",Intermediate,practical,1
STU03089,Data Analytics,Advanced,Visual,2
STU03090,"Artificial Intelligence, SQL",Beginner,Visual,0
STU03091,"Cybersecurity, Software Development",Beginner,Reading,0
STU03092,"Data Science, Cybersecurity",Advanced,practical,2
STU03093,SQL,Intermediate,Visual,1
STU03094,"Deep Learning, Python",Intermediate,Reading,1
STU03095,Machine Learning,Intermediate,practical,1
STU03096,"Cybersecurity, Machine Learning, Data Science",Beginner,practical,0
STU03097,"Data Analytics, Cybersecurity, Data Science",Beginner,practical,0
STU03098,Artificial Intelligence,Advanced,practical,2
STU03099,"Web Development, Cybersecurity",Beginner,Visual,0
STU03100,Data Analytics,Intermediate,Reading,1
STU03101,"Machine Learning, Software Development",Intermediate,practical,1
STU03102,"Machine Learning, Data Analytics, Data Science",Advanced,Visual,2
STU03103,"Artificial Intelligence, Web Development",Beginner,Reading,0
STU03104,DevOps,Intermediate,Reading,1
STU03105,Python,Advanced,practical,2
STU03106,Software Development,Beginner,Visual,0
STU03107,SQL,Advanced,practical,2
STU03108,"Data Analytics, Artificial Intelligence, Software Development",Advanced,Visual,2
STU03109,"Software Development, SQL, Deep Learning",Intermediate,practical,1
STU03110,Artificial Intelligence,Beginner,Visual,0
STU03111,Cybersecurity,Beginner,practical,0
STU03112,Machine Learning,Beginner,practical,0
STU03113,"DevOps, Data Analytics",Beginner,Reading,0
STU03114,"Data Science, Cybersecurity, Cloud Computing",Intermediate,Visual,1
STU03115,"Cloud Computing, DevOps",Intermediate,Reading,1
STU03116,Artificial Intelligence,Advanced,practical,2
STU03117,"Data Science, Deep Learning, Data Analytics",Beginner,Reading,0
STU03118,"Data Science, Cybersecurity",Intermediate,Visual,1
STU03119,"Cybersecurity, Data Analytics, Python",Intermediate,Reading,1
STU03120,"Data Science, Python",Beginner,Visual,0
STU03121,"Machine Learning, Cloud Computing",Advanced,practical,2
STU03122,Software Development,Advanced,Reading,2
STU03123,"Software Development, SQL",Intermediate,Reading,1
STU03124,"Data Science, Deep Learning, SQL",Intermediate,practical,1
STU03125,"Web Development, Data Science, Cloud Computing",Advanced,practical,2
STU03126,"Python, DevOps",Advanced,practical,2
STU03127,"Software Development, Python, Machine Learning",Intermediate,Reading,1
STU03128,Python,Beginner,practical,0
STU03129,"Machine Learning, DevOps",Beginner,Visual,0
STU03130,Software Development,Intermediate,Visual,1
STU03131,Web Development,Intermediate,Reading,1
STU03132,"Artificial Intelligence, Web Development, Cloud Computing",Beginner,practical,0
STU03133,Software Development,Advanced,Visual,2
STU03134,Data Science,Beginner,practical,0
STU03135,"Data Science, Machine Learning, SQL",Advanced,Reading,2
STU03136,"SQL, Machine Learning",Intermediate,Visual,1
STU03137,"Web Development, Data Science, Cybersecurity",Advanced,Reading,2
STU03138,Artificial Intelligence,Beginner,practical,0
STU03139,"Python, SQL, Cloud Computing",Intermediate,Visual,1
STU03140,Data Science,Beginner,practical,0
STU03141,"Cybersecurity, Software Development",Beginner,Visual,0
STU03142,"Python, SQL, Web Development",Intermediate,Reading,1
STU03143,"Artificial Intelligence, Web Development, Cybersecurity",Advanced,Visual,2
STU03144,"Machine Learning, Python",Beginner,Visual,0
STU03145,Cybersecurity,Beginner,Visual,0
STU03146,Data Analytics,Advanced,Reading,2
STU03147,"Artificial Intelligence, Data Analytics, SQL",Intermediate,Reading,1
STU03148,"Data Science, Deep Learning",Intermediate,practical,1
STU03149,DevOps,Beginner,Reading,0
STU03150,"Deep Learning, DevOps, Cybersecurity",Intermediate,Reading,1
STU03151,"SQL, Web Development, Machine Learning",Beginner,Reading,0
STU03152,"DevOps, Cybersecurity, Web Development",Advanced,Reading,2
STU03153,SQL,Intermediate,Reading,1
STU03154,"Cybersecurity, Artificial Intelligence",Beginner,Visual,0
STU03155,"Web Development, Software Development",Beginner,practical,0
STU03156,"Data Science, SQL, Software Development",Beginner,Visual,0
STU03157,"Deep Learning, Software Development, Data Analytics",Advanced,Visual,2
STU03158,"Data Science, Machine Learning",Advanced,Reading,2
STU03159,"Cybersecurity, Web Development",Beginner,Visual,0
STU03160,"Machine Learning, Cybersecurity, SQL",Beginner,practical,0
STU03161,Software Development,Intermediate,Visual,1
STU03162,"Data Analytics, Python",Advanced,Reading,2
STU03163,"Web Development, Machine Learning, Software Development",Intermediate,practical,1
STU03164,"Data Science, Cybersecurity",Beginner,Visual,0
STU03165,"Data Science, Machine Learning",Intermediate,Visual,1
STU03166,"SQL, DevOps, Data Analytics",Intermediate,Reading,1
STU03167,"Data Science, Machine Learning",Beginner,Visual,0
STU03168,Software Development,Advanced,Visual,2
STU03169,Software Development,Advanced,Reading,2
STU03170,Web Development,Advanced,Reading,2
STU03171,"Data Analytics, Web Development, DevOps",Beginner,Visual,0
STU03172,"Deep Learning, Web Development",Advanced,Reading,2
STU03173,"Machine Learning, Cloud Computing, Cybersecurity",Beginner,Visual,0
STU03174,"Web Development, Python",Intermediate,practical,1
STU03175,"Cybersecurity, SQL",Advanced,Visual,2
STU03176,"Web Development, Cybersecurity, Data Science",Beginner,practical,0
STU03177,"Artificial Intelligence, Web Development, Cloud Computing",Beginner,practical,0
STU03178,Cybersecurity,Advanced,practical,2
STU03179,"Data Analytics, Cybersecurity, DevOps",Intermediate,Reading,1
STU03180,"Data Science, Machine Learning",Beginner,Reading,0
STU03181,"Python, Web Development",Advanced,Visual,2
STU03182,"Cloud Computing, Web Development",Advanced,Visual,2
STU03183,"DevOps, SQL",Advanced,practical,2
STU03184,"Web Development, DevOps, Cybersecurity",Intermediate,Reading,1
STU03185,Data Science,Advanced,practical,2
STU03186,"DevOps, Software Development, Artificial Intelligence",Advanced,Reading,2
STU03187,"Cybersecurity, Data Science, Cloud Computing",Intermediate,Reading,1
STU03188,DevOps,Advanced,Reading,2
STU03189,"Data Analytics, Python, Deep Learning",Advanced,Visual,2
STU03190,"Web Development, Data Analytics",Advanced,Visual,2
STU03191,Software Development,Advanced,Visual,2
STU03192,"DevOps, Cloud Computing, SQL",Beginner,practical,0
STU03193,"Data Science, Data Analytics",Intermediate,practical,1
STU03194,"DevOps, Cloud Computing, Data Analytics",Intermediate,Reading,1
STU03195,Cloud Computing,Advanced,Visual,2
STU03196,"Machine Learning, DevOps, Cybersecurity",Intermediate,practical,1
STU03197,"Machine Learning, Deep Learning",Advanced,practical,2
STU03198,"DevOps, Deep Learning, Python",Advanced,Visual,2
STU03199,Data Science,Beginner,Reading,0
STU03200,"Python, Web Development",Advanced,Visual,2
STU03201,"Web Development, Deep Learning",Advanced,Reading,2
STU03202,Deep Learning,Intermediate,Visual,1
STU03203,"Data Science, Machine Learning",Beginner,Reading,0
STU03204,"Cybersecurity, Cloud Computing",Intermediate,Visual,1
STU03205,"Deep Learning, DevOps, Python",Intermediate,Visual,1
STU03206,"SQL, Cybersecurity",Beginner,practical,0
STU03207,"Web Development, DevOps",Intermediate,practical,1
STU03208,Python,Advanced,practical,2
STU03209,"Machine Learning, Cloud Computing, Cybersecurity",Advanced,Visual,2
STU03210,"Python, Cybersecurity",Intermediate,Reading,1
STU03211,"Cloud Computing, SQL, Deep Learning",Intermediate,Visual,1
STU03212,Machine Learning,Advanced,Reading,2
STU03213,Software Development,Beginner,practical,0
STU03214,Software Development,Intermediate,Reading,1
STU03215,"DevOps, Python, Software Development",Beginner,practical,0
STU03216,DevOps,Beginner,Reading,0
STU03217,"Data Analytics, Artificial Intelligence, Cybersecurity",Intermediate,Visual,1
STU03218,"SQL, Artificial Intelligence, Data Science",Beginner,Reading,0
STU03219,"Cybersecurity, Web Development",Beginner,Reading,0
STU03220,Deep Learning,Advanced,Visual,2
STU03221,"Data Science, SQL, Artificial Intelligence",Advanced,Visual,2
STU03222,"Cloud Computing, DevOps, Deep Learning",Intermediate,Reading,1
STU03223,"Data Science, Artificial Intelligence, SQL",Advanced,practical,2
STU03224,"Machine Learning, Data Science",Advanced,Visual,2
STU03225,"SQL, Deep Learning, Data Science",Advanced,Visual,2
STU03226,"SQL, Cloud Computing, Software Development",Advanced,Reading,2
STU03227,"Deep Learning, Artificial Intelligence",Beginner,practical,0
STU03228,"Cybersecurity, Deep Learning, DevOps",Intermediate,Visual,1
STU03229,Data Science,Intermediate,Reading,1
STU03230,"Machine Learning, Deep Learning, Software Development",Intermediate,Reading,1
STU03231,"Artificial Intelligence, SQL",Beginner,Visual,0
STU03232,"Artificial Intelligence, Python",Beginner,Visual,0
STU03233,"SQL, Python",Beginner,practical,0
STU03234,"Machine Learning, Deep Learning, Software Development",Advanced,Reading,2
STU03235,"DevOps, Data Science",Beginner,Reading,0
STU03236,"Python, Deep Learning",Advanced,Reading,2
STU03237,Cybersecurity,Intermediate,practical,1
STU03238,"Python, Deep Learning",Intermediate,Reading,1
STU03239,Cybersecurity,Beginner,practical,0
STU03240,Data Science,Intermediate,Visual,1
STU03241,Deep Learning,Beginner,practical,0
STU03242,"Cloud Computing, SQL",Advanced,Reading,2
STU03243,"Cybersecurity, SQL",Intermediate,practical,1
STU03244,"DevOps, Data Science",Beginner,Reading,0
STU03245,Software Development,Advanced,practical,2
STU03246,"DevOps, Data Science, Deep Learning",Beginner,Reading,0
STU03247,Machine Learning,Beginner,practical,0
STU03248,"Cybersecurity, Cloud Computing",Advanced,Reading,2
STU03249,"Web Development, Software Development",Beginner,practical,0
STU03250,"Machine Learning, DevOps, Cybersecurity",Advanced,Reading,2
STU03251,"Deep Learning, Data Analytics, Web Development",Intermediate,practical,1
STU03252,"DevOps, Artificial Intelligence, Data Science",Beginner,Visual,0
STU03253,"Data Science, SQL, Cloud Computing",Intermediate,Reading,1
STU03254,"Cloud Computing, Web Development",Beginner,Reading,0
STU03255,Data Science,Advanced,Reading,2
STU03256,DevOps,Intermediate,practical,1
STU03257,Web Development,Beginner,practical,0
STU03258,Web Development,Intermediate,Reading,1
STU03259,Cybersecurity,Intermediate,practical,1
